X4EVERDROP,X1MTHEFF,X1SCIEFF,X1TXMTSCOR,S1M8GRADE,S1S8GRADE,X1PAREDU,X1PAREDEXPCT,X1SCHOOLBEL,X1SCHOOLCLI,X1POVERTY,X1CONTROL,S1EDUEXPECT,S1SUREHSGRAD,X1FAMINCOME,X2SEX,S1FYAA,S1FYBA,S1FYLICENSE,S1FYAPPR,S1FYMILITARY,S1FYJOB,S1FYFAMILY,S1FYTRAVEL,S1FYVOLUN,S1FYNOTSURE,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,X1PAR_SURVEY_MISSING,X1_DUAL_PARENT,MATH_NO_CLASS,SCI_NO_CLASS,X1RACE_1,X1RACE_2,X1RACE_3,X1RACE_4,X1RACE_5,X1RACE_6,X1RACE_7,X1RACE_8,X1LOCALE_1,X1LOCALE_2,X1LOCALE_3,X1LOCALE_4,X1REGION_1,X1REGION_2,X1REGION_3,X1REGION_4
0.0,0.1,0.67,63.946,2,2,4,6,0.2,-0.54,0,1.0,11,1,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,-0.58,-1.33,48.8265,4,2,3,6,-0.04,-0.77,1,1.0,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0.0,0.95,-0.15,63.6378,1,1,2,10,-0.04,-2.11,0,1.0,8,1,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.1,0.06604246807201108,51.4618,1,1,2,8,0.52,-0.3590853994490358,0,1.0,8,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0.0,-0.58,-1.33,45.04,3,2,2,4,-0.88,-0.3590853994490358,0,1.0,11,1,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,1.62,1.83,56.5863,1,1,3,0,1.23,-1.05,0,1.0,11,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1.0,1.62,-0.48,44.0549,4,5,3,0,-0.24,-0.52,0,1.0,11,1,5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.51,0.06604246807201108,49.0761,3,1,4,0,0.21,-2.53,0,1.0,11,1,7,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,0.07527073240239386,1.12,41.4103,2,2,1,6,0.84,0.25,0,1.0,2,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0.0,0.51,0.68,66.3157,2,1,1,10,0.77,0.17,0,1.0,8,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0,0.1,0.69,64.9401,1,1,4,6,-0.37,-0.3590853994490358,0,1.0,8,1,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,-0.56,-2.91,35.1631,2,3,2,0,-0.39,0.08,0,1.0,4,2,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.25,33.877,2,2,2,0,0.77,-0.88,0,1.0,8,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,-0.56,0.06604246807201108,28.7032,2,2,2,0,-0.39,-0.23,0,1.0,10,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.95,-1.33,51.8873,1,2,3,4,-0.37,-0.34,1,1.0,2,1,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,1.62,0.13,43.5899,3,4,2,8,-0.19,-1.02,1,1.0,2,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.0,0.1,-0.05,55.3921,1,1,5,6,0.1,-1.25,0,1.0,11,1,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,1.62,0.25,58.4858,1,2,5,0,-0.04,-0.83,0,1.0,8,1,6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,-1.41,-1.74,36.3016,2,3,1,0,-0.98,-0.8,0,1.0,2,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0,0.1,0.25,47.6416,2,2,4,8,0.21,-2.88,0,1.0,10,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.0,0.1,1.53,49.3235,2,2,4,0,0.77,-2.09,0,1.0,10,1,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,4,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0,0.1,-1.74,53.5156,2,2,5,8,1.59,-0.06,0,1.0,9,1,2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,0.07527073240239386,0.06604246807201108,43.0957,1,2,2,0,-0.39,0.7,0,1.0,8,1,2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,0.95,1.83,70.9409,1,1,5,8,-0.04,-1.05,0,1.0,10,1,7,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,4,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1.0,-1.41,-1.2,35.6008,3,2,3,0,-1.03,-0.3590853994490358,0,1.0,4,2,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1.0,0.51,-0.18,61.5127,2,2,2,4,-0.51,-0.51,1,1.0,8,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1.0,0.66,0.06604246807201108,44.7693,2,2,2,2,-0.61,-0.3590853994490358,1,1.0,6,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,39.0069,2,3,2,10,0.21,-0.14,0,1.0,11,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2,4,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1.0,1.62,1.83,35.98,2,2,2,0,0.21,-2.61,0,1.0,2,1,3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.0,-0.17,-0.05,55.7938,1,1,4,6,-0.04,0.47,0,1.0,11,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.1,0.25,64.3653,1,1,4,8,0.12,0.68,0,2.0,8,1,11,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.0,-0.56,1.1,59.139,1,1,2,8,0.21,-0.3590853994490358,1,1.0,8,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.07527073240239386,0.06604246807201108,33.0634,2,1,2,0,-0.04,-1.52,0,1.0,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,3,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,1.62,1.83,51.9292,1,1,4,8,1.04,0.31,0,2.0,8,1,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,-0.83,-1.61,43.5127,2,3,4,0,1.59,-0.16,0,1.0,11,1,5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0.0,0.07527073240239386,0.25,54.4904,1,1,4,8,1.34,0.18,0,2.0,8,1,8,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,-0.17,1.83,47.555,1,1,1,6,-0.39,-0.3590853994490358,1,1.0,10,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,0.1,0.25,65.0747,1,1,4,8,-0.39,0.77,0,1.0,8,1,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,0.07527073240239386,-0.49,36.0759,3,1,3,0,-0.04,-2.02,1,1.0,10,2,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,1.34,0.25,60.6843,1,2,5,0,1.1,-0.99,0,1.0,10,1,8,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,4,3,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,0.1,-1.33,65.1094,1,2,7,10,0.98,0.79,0,1.0,8,1,9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,0.84,-0.46,46.2302,1,2,2,8,1.59,-0.23,0,1.0,11,1,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,0.94,0.25,53.7077,1,1,2,8,1.0,-2.32,0,1.0,11,1,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1.0,0.1,0.06604246807201108,56.3254,3,3,2,8,-0.73,1.34,1,1.0,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.0,0.1,0.25,49.0226,2,3,3,0,-0.14,-1.32,0,1.0,11,1,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,4,4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.1,-0.05,38.5851,3,3,2,0,-0.95,-0.24,0,1.0,2,1,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.23,0.67,51.4931,2,2,2,0,1.59,0.32,1,1.0,10,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0.0,-0.29,0.38,53.5264,2,1,5,8,-1.3,-0.72,0,2.0,11,2,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.0,1.62,0.25,55.8683,2,1,7,6,1.23,1.09,0,2.0,10,1,6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.0,0.1,0.25,48.3921,1,1,4,8,1.59,0.66,0,2.0,10,1,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0.0,-0.85,0.37,38.9531,3,2,4,8,0.21,-0.3590853994490358,0,1.0,2,1,3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.1,-0.89,57.4554,1,1,2,8,-0.34,0.38,1,1.0,10,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,-0.17,0.06604246807201108,45.8319,2,3,4,6,0.52,-0.3590853994490358,1,1.0,4,1,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0.0,-0.58,-0.05,51.7515,2,1,3,0,0.41,1.0,0,2.0,4,1,6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.0,0.07527073240239386,-0.9,54.9793,1,2,5,10,0.59,-0.3590853994490358,0,1.0,10,1,6,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1.0,0.07527073240239386,-0.16,58.2532,2,2,4,8,0.21,-1.74,0,1.0,8,1,4,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.0,-1.0,-0.05,52.5468,3,2,3,0,-0.29,-1.16,0,1.0,2,1,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.51,0.25,59.1226,1,1,3,8,-0.39,-0.48,0,1.0,10,1,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,1.62,1.83,60.1303,1,1,7,10,0.7,-0.3590853994490358,0,1.0,10,1,13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.1,0.25,54.8587,1,1,2,6,0.21,-0.07,0,1.0,11,1,2,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1.0,0.07527073240239386,0.06604246807201108,34.1522,1,3,2,0,-0.04,-0.53,1,1.0,11,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.51,-0.91,57.2921,1,1,4,0,-0.59,-0.3590853994490358,0,1.0,11,1,4,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0.0,1.62,-1.63,35.2452,3,2,3,0,-1.28,-0.3590853994490358,0,1.0,4,1,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.1,0.67,63.9866,1,1,2,8,0.21,-0.3590853994490358,0,1.0,8,1,3,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,-0.17,-0.05,53.217,1,1,4,6,-0.64,1.13,0,1.0,8,1,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,-0.17,0.67,67.5046,2,1,2,6,-1.28,0.74,0,1.0,11,1,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1.0,0.22,0.25,33.4809,1,1,2,0,0.45,-0.78,0,1.0,6,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0.07527073240239386,0.25,52.4234,2,2,2,4,-0.75,-0.27,0,1.0,8,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.94,1.42,34.7089,1,2,4,4,-0.45,-4.0,0,1.0,11,1,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,1.34,1.83,52.9871,1,1,2,8,0.7,-0.7,0,1.0,8,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.0,0.07527073240239386,0.06604246807201108,50.5904,1,1,1,4,-0.14,-0.28,1,1.0,11,3,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,-0.17,-1.33,51.4365,2,3,4,6,-0.73,-0.41,0,1.0,11,1,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.1,-1.33,61.7905,2,2,2,6,0.7,-1.27,0,1.0,8,1,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.0,-0.69,-2.17,52.9309,2,1,2,8,-0.06,-0.3590853994490358,0,1.0,8,1,10,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1.0,0.55,-0.05,33.4557,1,2,2,8,0.19,-1.28,0,2.0,8,1,3,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,0.07527073240239386,0.06604246807201108,30.5312,1,1,2,9,-0.64,0.31,1,1.0,10,3,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,2,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,1.21,1.83,61.1246,1,1,5,10,1.59,0.53,0,1.0,10,1,8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,-0.17,0.25,73.2698,1,1,2,8,-0.04,-0.44,0,1.0,6,1,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,1.62,0.25,52.7323,4,3,3,8,-0.92,1.14,0,1.0,4,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.38,0.06604246807201108,35.7609,3,2,4,0,1.0,-2.76,0,1.0,2,1,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.1,0.06604246807201108,33.1016,2,2,3,0,-0.04,-0.54,0,1.0,11,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0.0,0.1,0.25,35.9131,4,2,2,2,-0.39,-0.16,0,1.0,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.0,0.55,-1.33,58.6509,2,3,7,8,0.98,-1.04,0,1.0,11,1,13,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.1,-0.89,61.7619,3,3,4,10,-1.28,-0.3590853994490358,0,1.0,4,1,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,-0.61,-0.89,56.303,2,2,4,10,-0.39,-0.05,0,2.0,6,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,-1.29,0.25,57.8658,3,2,7,9,0.1,-0.3590853994490358,0,2.0,11,1,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1.0,0.07527073240239386,0.25,58.6529,2,3,4,0,-0.39,-0.97,0,1.0,2,2,5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0.0,0.1,0.06604246807201108,61.6012,2,1,5,10,1.26,-0.36,0,1.0,6,1,12,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.95,0.69,57.13,2,2,4,0,0.7,-0.14,0,1.0,6,1,6,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.1,0.25,67.5409,2,1,5,10,1.59,-0.82,0,1.0,10,1,11,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,1.62,0.25,55.4066,1,3,4,0,0.34,-0.36,0,1.0,8,1,8,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.0,0.1,0.25,55.303,1,2,3,0,-0.39,-0.53,0,1.0,8,1,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.1,-1.33,51.2354,6,6,5,6,-0.46,1.59,0,2.0,6,1,6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.1,0.25,31.8518,1,2,3,0,-0.39,-2.32,0,1.0,11,1,5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.07527073240239386,0.06604246807201108,40.0303,4,5,1,0,-0.62,-0.3590853994490358,1,1.0,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,3,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
