X4EVERDROP,X1MTHEFF,X1SCIEFF,X1TXMTSCOR,S1M8GRADE,S1S8GRADE,X1PAREDU,X1PAREDEXPCT,X1SCHOOLBEL,X1SCHOOLCLI,X1POVERTY,X1CONTROL,S1EDUEXPECT,S1SUREHSGRAD,X1FAMINCOME,X2SEX,S1FYAA,S1FYBA,S1FYLICENSE,S1FYAPPR,S1FYMILITARY,S1FYJOB,S1FYFAMILY,S1FYTRAVEL,S1FYVOLUN,S1FYNOTSURE,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,X1PAR_SURVEY_MISSING,X1_DUAL_PARENT,MATH_NO_CLASS,SCI_NO_CLASS,X1RACE_1,X1RACE_2,X1RACE_3,X1RACE_4,X1RACE_5,X1RACE_6,X1RACE_7,X1RACE_8,X1LOCALE_1,X1LOCALE_2,X1LOCALE_3,X1LOCALE_4,X1REGION_1,X1REGION_2,X1REGION_3,X1REGION_4
0.0,0.1,0.25,50.8468,2,1,4,6,0.1,1.16,0,2.0,11,1,5,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,4,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.1,-0.18,50.5174,2,3,3,6,-0.73,1.36,0,2.0,11,1,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.0,-1.02,0.06604246807201108,48.9836,2,2,4,4,0.98,-1.23,0,1.0,4,1,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,-0.75,-0.89,55.5858,1,1,4,10,-0.62,-2.04,0,1.0,8,1,5,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.0,1.62,0.06604246807201108,62.7357,1,2,4,0,0.21,-0.43,0,1.0,6,1,9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.0,0.1,-0.05,58.1155,2,1,5,10,1.0,1.33,0,2.0,10,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,1.62,1.83,77.203,1,1,7,10,0.77,-0.3590853994490358,0,1.0,10,1,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.1,-1.33,56.6107,1,1,3,8,1.34,-0.01,0,1.0,8,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,1.21,0.25,58.379,1,2,3,4,0.03,-3.64,0,1.0,6,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0.51,0.67,62.4275,1,1,3,10,1.59,-0.35,0,1.0,10,1,5,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.0,1.62,1.12,48.2393,2,3,3,0,0.23,-0.78,0,1.0,10,1,3,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,-0.17,0.06604246807201108,50.0738,2,3,3,6,-1.2,-0.3590853994490358,0,1.0,6,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.95,-2.06,40.5119,2,2,4,6,-0.04,0.37,1,1.0,6,2,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.0,0.07527073240239386,-1.02,49.3673,2,1,2,4,-0.95,-1.09,0,1.0,4,1,4,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0.0,0.07527073240239386,0.06604246807201108,55.0252,4,4,4,0,-0.04,-0.47,0,1.0,11,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,3,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.1,1.53,45.9276,2,1,3,6,1.09,1.3,0,2.0,10,1,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.1,0.06604246807201108,69.9054,2,2,1,6,-0.39,-0.76,1,1.0,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.0,0.1,1.83,59.6872,6,6,7,10,1.23,1.59,0,2.0,11,1,13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,1.34,0.06604246807201108,52.9286,2,1,3,6,1.59,-1.38,0,1.0,11,1,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3,2,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,1.12,59.2783,1,1,4,10,1.59,-0.71,0,1.0,10,1,9,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4,4,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,-0.12,0.69,47.5683,2,1,4,0,-1.38,-0.3590853994490358,0,1.0,11,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,1.62,0.06604246807201108,54.6466,1,3,3,6,-0.29,0.08,0,1.0,10,1,13,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,47.9744,2,2,2,0,1.26,0.68,0,2.0,6,1,3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,2,4,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,1.34,0.06604246807201108,59.1761,1,6,7,10,-0.04,-0.73,0,1.0,8,1,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,1.62,-1.33,45.014,1,3,1,8,0.98,-0.15,1,1.0,8,1,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.07527073240239386,0.81,49.9233,1,1,4,0,0.55,-0.3590853994490358,0,1.0,2,1,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0.0,0.1,-1.33,45.7515,3,3,1,4,-1.53,0.07,1,1.0,3,2,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.0,-0.3,0.06604246807201108,48.8477,2,2,4,6,1.1,-1.47,0,1.0,6,1,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1.0,-0.17,-0.59,46.8571,2,3,3,1,0.52,-0.39,0,1.0,10,1,5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,0.07527073240239386,1.4,54.2112,1,2,2,6,-0.95,-0.3590853994490358,0,1.0,10,1,6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.07527073240239386,-0.89,47.9597,1,2,2,8,-0.52,-2.24,0,1.0,4,1,5,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,4,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1.0,0.07527073240239386,0.06604246807201108,39.2209,2,2,2,6,-2.37,-2.32,1,1.0,2,2,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.0,-0.75,0.06604246807201108,53.4274,1,3,1,0,-0.12,-0.3,0,1.0,11,4,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,2,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,-0.29,0.97,55.6267,3,1,3,4,-0.47,0.14,0,1.0,8,1,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,-1.41,-1.63,55.2697,3,2,2,6,0.98,1.14,0,1.0,6,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,-0.17,1.83,48.2248,2,1,5,10,0.78,1.25,0,2.0,8,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,1.62,0.25,46.7188,2,2,3,0,-0.37,0.48,0,1.0,11,1,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.0,1.34,1.83,65.1214,1,1,2,6,1.0,-1.88,0,1.0,8,1,7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.1,-0.05,52.6005,1,2,5,6,1.59,1.8,0,2.0,8,1,6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,46.6945,1,2,5,4,1.59,-2.11,0,1.0,4,1,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,4,4,4,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.0,0.1,-1.33,46.2151,4,4,2,4,0.15,-0.01,0,1.0,11,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1.0,-1.82,-2.91,57.6055,2,3,2,0,-1.1,-0.3590853994490358,0,1.0,8,1,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1.0,1.62,1.83,54.9001,1,2,2,8,0.77,-0.56,0,1.0,8,1,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.0,0.1,-0.89,49.5286,2,1,2,6,0.78,0.02,0,1.0,8,1,2,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,-0.17,-1.22,55.4947,2,1,2,6,0.52,-0.55,0,1.0,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,-0.17,0.06604246807201108,53.6876,2,2,4,6,0.65,1.61,0,2.0,11,1,13,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.0,1.62,1.83,55.7518,1,1,4,10,1.59,-0.3590853994490358,0,2.0,10,1,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,-0.3,0.25,64.5191,1,1,2,8,1.0,-0.85,0,2.0,8,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,-1.41,0.38,32.283,4,3,3,0,-0.39,-1.28,0,2.0,11,1,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,-0.56,-0.48,61.2949,1,1,4,0,-0.37,-0.52,0,1.0,10,1,7,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,-0.17,0.25,35.6198,2,2,7,0,1.59,-1.33,0,1.0,2,1,13,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,1.62,1.83,59.2302,1,1,3,0,0.21,-0.92,0,1.0,10,1,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,-0.75,0.68,55.2427,1,3,3,0,1.1,-0.59,0,1.0,10,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.07527073240239386,0.25,53.7397,1,1,4,10,-0.39,-3.19,0,1.0,10,1,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,48.2527,3,2,2,2,-0.31,0.22,0,1.0,6,1,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,2,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,-0.05,65.6051,1,1,5,10,0.3,-0.33,0,1.0,6,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,-0.17,-0.05,44.4255,2,2,4,6,0.98,-1.43,0,1.0,2,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,-0.61,-0.17,45.1512,3,3,1,0,1.04,-3.72,0,1.0,2,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.0,-0.85,-1.35,45.2587,2,2,4,6,1.34,-0.66,0,1.0,8,1,6,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,0.1,-1.3,71.4693,1,1,4,0,-0.14,-0.3590853994490358,0,1.0,11,1,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,-0.58,-0.16,51.2866,2,1,4,0,0.45,0.22,0,1.0,10,1,4,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.1,0.25,34.0866,2,2,1,0,0.78,-0.44,0,1.0,11,1,2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1.0,-1.68,-2.91,58.2033,2,2,3,0,-0.64,-0.06,0,1.0,2,1,4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1.0,-0.56,1.1,48.5026,2,1,2,0,-2.32,-1.5,1,1.0,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.0,-0.97,-0.17,49.8699,3,3,3,6,-0.39,-0.52,0,1.0,6,1,5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,1.34,1.53,53.7312,1,1,5,6,1.1,0.14,0,1.0,10,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,4,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0,-0.58,0.06604246807201108,53.6844,3,3,4,6,0.9,-1.51,0,1.0,6,1,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2,3,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,-1.43,0.25,69.6012,2,1,4,10,-0.37,-0.3590853994490358,0,1.0,10,1,4,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,-0.17,1.53,53.7224,1,1,5,8,1.59,1.37,0,2.0,10,1,9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,1.62,0.79,55.3499,1,1,2,0,1.59,0.64,0,2.0,10,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,43.9228,2,1,4,0,1.59,1.01,0,2.0,10,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0.0,1.62,0.25,68.7653,1,1,2,8,1.04,-0.3590853994490358,0,1.0,8,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,-1.68,-0.05,40.4853,3,2,3,0,1.34,0.8,0,2.0,6,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1.0,-2.26,0.06604246807201108,37.1272,3,4,1,10,1.1,-0.3590853994490358,1,1.0,11,2,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.07527073240239386,0.25,39.0687,2,2,4,6,-0.04,0.3,0,1.0,4,1,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,4,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,-1.02,1.53,54.3812,2,1,2,8,-0.39,-0.53,0,1.0,10,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1.0,0.1,0.67,63.2923,2,1,5,10,0.7,0.66,0,2.0,8,1,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,3,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,-0.44,0.25,40.1714,1,2,1,2,0.85,-2.65,0,1.0,10,1,3,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,3,4,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0.0,0.1,-0.48,51.3703,2,1,3,8,-0.98,0.56,1,2.0,8,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.1,0.25,45.4807,3,1,2,10,0.21,-2.02,0,1.0,8,1,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,2,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.1,1.12,60.7364,1,1,4,8,-0.04,-1.08,0,1.0,8,1,6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,-1.41,-1.33,60.6485,2,2,5,10,0.1,-2.04,0,1.0,11,4,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0.0,0.07527073240239386,0.06604246807201108,46.368,1,4,3,10,1.59,-0.78,0,1.0,10,1,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,53.6457,2,2,3,0,0.7,-2.65,0,1.0,6,1,5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.77,-0.89,56.6665,2,2,2,6,1.04,-2.0,0,1.0,6,1,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,-1.02,-1.63,50.9962,1,2,1,0,-1.08,-0.57,1,1.0,5,1,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,-1.41,-1.33,54.738,3,3,3,0,-1.53,0.48,0,1.0,10,1,4,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0.1,0.25,66.7493,1,1,4,6,-1.08,-0.01,0,1.0,6,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1.0,0.07527073240239386,1.83,34.5704,2,2,3,0,-0.04,-0.83,0,1.0,6,2,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,0.95,0.08,63.452,1,1,5,10,0.75,-0.7,0,1.0,10,1,7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.38,1.83,50.601,2,2,3,6,-0.39,-0.89,0,1.0,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,-2.92,1.41,65.0478,1,1,2,8,1.59,-1.38,0,1.0,10,1,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1.0,1.62,0.25,79.53,1,1,2,6,0.18,-0.3590853994490358,0,1.0,8,1,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.51,0.25,71.9591,1,1,3,8,-0.64,-0.53,0,1.0,8,1,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.56,50.3442,2,1,1,2,-0.04,-0.15,1,1.0,5,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,2,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
