X1TXMTSCOR,X1MTHEFF,X1SCIEFF,X1SCHOOLBEL,X1SCHOOLCLI,S1M8GRADE,S1S8GRADE,X1PAREDU,X1PAREDEXPCT,S1EDUEXPECT,S1SUREHSGRAD,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,X1PAR_SURVEY_MISSING,X1_DUAL_PARENT,X1POVERTY,MATH_NO_CLASS,SCI_NO_CLASS,S1FYFAMILY,S1FYMILITARY,X1CONTROL,X4EVERDROP
59.8806,0.0752707324023938,1.83,-0.49,1.14,2,1,3,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
59.5742,1.62,1.83,-0.64,-0.07,1,2,5,8,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
53.6843,1.17,0.99,1.26,-1.51,1,1,3,10,10,1,4,4,4,4,0,1,0,0,0,1.0,0.0,1.0,0.0
52.1835,0.1,0.25,0.21,-0.3590853994490358,1,1,2,8,8,1,4,4,4,3,0,0,0,0,0,0.0,0.0,1.0,0.0
50.0916,1.21,-0.16,1.1,-1.09,2,1,3,7,6,1,4,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
53.7641,-0.17,0.066042468072011,1.1,-0.3590853994490358,2,2,3,10,10,1,4,4,2,3,1,1,0,0,0,0.0,0.0,1.0,1.0
62.7132,-0.17,0.8,0.55,-0.7,1,1,4,10,9,1,4,3,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
43.9601,0.95,-0.48,0.16,-0.38,2,2,4,6,2,1,3,3,2,3,0,0,1,0,0,0.0,0.0,1.0,0.0
49.6168,-2.92,-2.91,-2.62,-0.95,4,3,5,7,3,2,2,2,3,2,0,0,0,0,0,0.0,1.0,1.0,0.0
69.1647,-0.17,-0.49,-0.95,0.08,1,2,2,6,6,1,1,3,3,3,0,1,0,0,0,0.0,0.0,1.0,1.0
35.1507,0.1,0.06604246807201108,-0.64,-0.3590853994490358,2,3,3,4,6,1,2,3,2,3,1,1,1,0,1,0.0,1.0,1.0,0.0
52.53,-0.2,-0.05,0.85,0.39,2,1,4,10,10,1,2,1,1,4,0,1,0,0,0,0.0,0.0,2.0,0.0
51.6784,0.94,1.83,-1.81,-0.97,1,1,4,6,6,1,3,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
63.8266,1.62,-0.18,0.52,0.17,1,2,3,8,10,1,3,3,2,4,1,1,0,0,0,1.0,0.0,1.0,0.0
54.9965,-0.3,0.06604246807201108,-0.14,0.1,3,1,2,10,10,1,3,3,3,3,0,0,0,0,1,0.0,0.0,1.0,0.0
57.5667,-0.17,-0.91,-0.39,-0.3590853994490358,5,1,1,7,4,2,3,3,3,3,0,0,0,0,0,0.0,0.0,1.0,1.0
53.0795,0.55,1.83,0.21,-0.3590853994490358,4,2,3,6,6,2,3,3,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
48.3396,0.1,0.37,-0.39,1.16,2,5,2,10,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
48.05,1.23,-0.6,0.88,-0.3590853994490358,1,3,4,6,8,4,1,2,1,4,0,1,0,0,0,0.0,0.0,1.0,0.0
48.8404,0.1,0.26,-0.37,-1.42,1,1,4,10,10,1,2,3,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
50.7737,0.1,-0.05,-0.04,-1.24,2,1,3,10,10,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
51.0051,0.07527073240239386,0.06604246807201108,-0.04,-0.3590853994490358,2,2,2,2,6,2,2,2,3,4,0,1,1,1,1,0.0,0.0,1.0,0.0
51.1702,1.62,0.67,-2.49,1.16,3,2,4,7,6,1,3,3,4,3,0,1,0,0,0,0.0,0.0,2.0,0.0
45.3863,0.55,-0.46,0.55,-0.11,1,1,5,6,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
31.4912,-1.02,-1.33,-0.61,-0.23,1,2,2,2,7,2,2,3,1,3,0,1,0,0,0,0.0,0.0,1.0,0.0
58.6473,1.62,0.06604246807201108,1.1,-0.3,1,1,5,10,10,1,4,4,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
54.8017,0.1,0.25,0.1,1.36,3,2,2,6,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
53.8164,1.62,-0.17,0.52,-0.58,1,1,4,6,6,1,3,4,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
44.6984,0.1,1.83,1.59,-0.11,2,2,2,6,10,1,4,3,3,3,0,0,0,0,0,0.0,1.0,1.0,0.0
46.0647,0.0752707324023938,-0.91,-0.13,-0.3590853994490358,3,2,5,6,8,2,1,3,4,2,0,0,0,0,0,0.0,0.0,1.0,0.0
40.9866,1.62,1.12,0.5,1.21,1,1,3,8,10,1,3,3,3,4,1,1,0,0,0,0.0,0.0,2.0,0.0
42.2714,-0.17,-0.05,1.59,0.16,3,2,3,6,4,1,3,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
45.8225,-0.29,0.97,-1.58,-0.3590853994490358,2,2,2,6,3,2,3,4,2,3,0,1,0,0,0,0.0,1.0,2.0,0.0
49.2477,-0.17,0.06604246807201108,-0.06,-0.3590853994490358,3,3,2,4,2,2,3,3,2,3,1,1,0,0,1,0.0,0.0,1.0,0.0
34.8155,1.62,0.06604246807201108,0.84,-0.3590853994490358,2,1,2,4,2,1,1,4,4,1,1,1,1,0,1,0.0,0.0,1.0,0.0
43.6546,0.0752707324023938,-0.05,-0.12,-0.3590853994490358,5,3,3,6,6,1,4,4,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
45.1162,1.62,1.53,1.59,-0.3590853994490358,2,2,4,6,8,1,1,4,3,4,0,0,0,0,0,0.0,0.0,1.0,0.0
44.2738,0.07527073240239386,0.06604246807201108,-2.06,-1.51,6,2,4,6,2,2,3,3,3,3,0,0,0,1,1,1.0,0.0,1.0,0.0
71.8104,1.21,1.42,1.04,-0.3590853994490358,1,1,4,8,10,1,4,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
35.41,0.0752707324023938,-1.75,0.37,-1.66,2,1,2,10,8,1,3,1,3,4,0,0,1,0,0,0.0,0.0,1.0,0.0
43.693,-0.17,0.13,0.35,-0.09,3,2,2,7,5,2,1,4,3,4,1,1,0,0,0,0.0,0.0,1.0,0.0
48.4733,1.62,-0.16,0.35,-2.12,2,4,2,6,2,2,3,4,4,4,1,1,0,0,0,0.0,1.0,1.0,1.0
65.7585,0.1,-0.46,1.59,-0.3590853994490358,1,1,4,8,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
54.0646,1.34,0.68,0.21,-0.57,1,1,5,5,2,2,2,3,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
48.0348,0.07527073240239386,0.06604246807201108,0.49,0.14,4,3,2,2,5,2,1,3,2,3,0,1,0,1,1,0.0,0.0,1.0,1.0
59.2758,-0.56,-1.33,1.34,1.16,3,2,5,6,10,1,3,2,4,3,0,0,0,0,0,0.0,0.0,2.0,0.0
48.9115,-1.68,-0.9,-1.46,-1.0,2,2,1,3,3,2,2,2,1,2,0,1,0,0,0,0.0,0.0,1.0,0.0
62.7024,-1.02,0.25,-0.04,-0.3590853994490358,2,2,4,8,10,1,3,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
52.0654,0.1,-0.17,-0.39,-0.3590853994490358,1,1,5,10,6,1,4,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
59.7974,0.1,0.25,-0.04,-0.32,1,1,2,10,8,2,4,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
58.14,0.1,0.25,-0.04,1.09,2,1,7,10,8,2,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
40.5392,-0.56,-0.05,-0.04,-0.3590853994490358,2,2,2,6,8,1,4,3,3,4,0,0,0,0,0,0.0,0.0,1.0,0.0
39.9331,-1.43,0.06604246807201108,-0.64,0.08,3,4,3,4,3,2,2,3,3,3,1,1,0,0,1,1.0,0.0,1.0,1.0
58.5404,0.1,0.25,0.21,-0.22,1,1,5,10,8,1,4,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
45.3827,-0.56,-2.91,-0.95,-0.3590853994490358,2,4,2,4,2,2,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,1.0
58.485,0.1,-0.48,-0.04,-2.03,2,1,4,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
46.6113,0.07527073240239386,0.06604246807201108,0.55,0.02,2,1,2,6,8,1,3,3,3,3,0,0,0,1,1,0.0,0.0,1.0,0.0
59.2661,0.1,0.06604246807201108,-1.08,-3.31,2,6,3,6,7,1,3,3,3,4,1,1,0,0,1,0.0,0.0,1.0,0.0
60.6243,0.1,1.83,1.59,0.31,2,2,5,8,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,1.0
49.7834,-0.97,0.06604246807201108,-1.43,-0.6,5,4,3,4,2,2,2,2,3,3,1,1,0,0,1,0.0,0.0,1.0,1.0
54.5916,-0.73,0.06604246807201108,-0.09,-0.3590853994490358,1,3,5,6,6,1,2,3,3,3,0,1,0,0,1,0.0,0.0,2.0,0.0
51.5293,0.0752707324023938,0.066042468072011,1.34,-0.6,1,2,3,6,6,1,3,3,3,3,0,0,1,0,0,0.0,0.0,1.0,0.0
40.9292,-1.41,-0.46,-0.04,-0.3590853994490358,2,2,2,10,8,2,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
57.2438,-1.22,-2.49,-0.06,-0.3590853994490358,1,2,2,8,8,1,4,3,3,3,0,0,0,0,0,0.0,0.0,2.0,0.0
56.8128,0.07527073240239386,-0.05,-0.39,-0.3590853994490358,1,1,4,10,8,1,4,4,3,3,0,1,0,1,0,0.0,0.0,1.0,0.0
32.1786,-2.92,-0.89,-1.05,-0.3590853994490358,3,3,2,1,2,2,1,1,3,3,0,1,0,0,0,0.0,0.0,1.0,1.0
50.9289,1.62,0.06604246807201108,0.84,-0.41,2,2,3,8,8,1,4,4,4,4,0,0,0,0,1,0.0,0.0,1.0,0.0
48.4967,-1.29,0.25,-0.73,-1.01,3,2,4,6,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
57.7574,0.1,-0.05,1.1,-0.68,2,1,4,8,7,1,4,4,3,4,0,0,0,0,0,0.0,0.0,1.0,0.0
45.2934,0.49,0.67,-0.12,0.22,2,1,2,2,4,1,2,3,2,2,0,0,0,0,0,0.0,1.0,1.0,0.0
48.2277,-1.29,0.36,0.19,-0.3590853994490358,3,2,2,10,8,1,4,4,2,3,0,1,1,0,0,0.0,0.0,1.0,0.0
42.6201,1.62,0.25,1.34,-0.41,1,2,2,6,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
52.3853,-0.69,0.06604246807201108,1.1,0.64,2,2,4,6,10,1,4,4,3,3,0,1,0,0,1,0.0,0.0,1.0,0.0
47.0314,1.34,0.69,1.26,-0.16,2,2,2,8,8,1,4,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
49.9469,0.95,0.06604246807201108,1.34,-0.14,2,1,3,6,10,1,3,3,3,3,0,1,0,0,1,0.0,0.0,1.0,1.0
54.0028,1.62,1.42,1.59,1.38,2,1,2,8,10,1,4,4,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
72.562,1.62,1.83,0.75,-0.3590853994490358,1,1,5,10,6,1,3,3,2,3,0,1,0,0,0,1.0,0.0,1.0,0.0
26.625,-0.58,-0.91,-0.04,-2.88,4,3,7,2,3,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,1.0
50.2743,-0.95,0.24,-3.14,-1.88,3,2,4,6,4,2,3,3,4,2,0,1,0,0,0,0.0,0.0,1.0,1.0
57.2141,0.07527073240239386,0.06604246807201108,1.26,0.17,1,1,7,10,10,1,4,4,4,4,0,0,0,1,1,0.0,0.0,1.0,0.0
53.1457,0.1,0.06604246807201108,0.16,-0.3590853994490358,2,2,2,6,6,1,3,3,3,3,0,1,0,0,1,0.0,0.0,2.0,0.0
62.7071,-0.17,-1.33,1.34,-1.58,2,1,5,8,10,1,4,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
55.6055,-0.73,-0.49,-0.64,-0.3590853994490358,3,1,4,10,6,1,2,2,3,2,0,1,0,0,0,0.0,0.0,2.0,0.0
30.6169,0.07527073240239386,0.066042468072011,0.1,-0.3590853994490358,2,2,2,4,6,1,2,3,3,3,1,1,0,1,0,0.0,1.0,1.0,1.0
55.7397,0.07527073240239386,0.06604246807201108,-0.04,1.25,2,1,4,8,7,1,3,3,3,3,0,1,0,1,1,0.0,0.0,2.0,0.0
37.3293,0.1,0.25,-3.02,-0.23,2,3,2,5,4,2,2,3,3,3,1,1,0,0,0,0.0,0.0,1.0,1.0
48.5915,-2.92,-0.89,-0.64,-0.34,3,2,4,4,3,2,2,3,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
37.2776,0.07527073240239386,-0.91,1.26,-0.09,2,3,2,6,2,1,1,4,1,3,1,1,0,1,0,0.0,0.0,1.0,0.0
36.9104,1.17,1.83,1.59,-0.05,2,1,3,7,10,1,1,4,3,2,1,1,0,0,0,0.0,0.0,2.0,0.0
65.8673,0.95,0.25,0.55,-0.52,1,1,2,8,6,1,3,4,3,3,0,0,1,0,0,0.0,0.0,1.0,1.0
47.6526,-0.56,-0.05,1.34,0.31,2,1,2,6,10,1,3,4,3,4,0,1,1,0,0,0.0,0.0,2.0,0.0
50.7582,-0.3,0.25,0.4,0.34,3,2,3,7,6,1,3,3,2,3,1,1,1,0,0,0.0,0.0,2.0,1.0
65.4357,-0.56,-0.48,-0.04,0.56,1,1,4,10,10,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
43.9866,-1.29,-1.63,0.35,1.08,3,2,5,8,8,1,3,3,4,3,0,1,0,0,0,0.0,0.0,2.0,0.0
52.5805,1.62,0.25,1.23,-0.3590853994490358,2,2,3,7,6,1,4,4,4,4,1,1,0,0,0,0.0,0.0,2.0,0.0
56.6897,1.62,-0.59,0.67,1.15,1,2,7,8,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
44.3603,0.07527073240239386,0.48,0.84,-0.3590853994490358,1,4,2,7,3,4,1,2,1,2,1,1,1,1,0,0.0,0.0,1.0,1.0
58.1846,0.1,0.25,1.0,-0.3590853994490358,1,1,2,8,6,1,3,4,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
76.437,1.62,1.53,1.59,-1.51,1,1,7,10,10,1,3,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
51.324,-1.14,0.06604246807201108,-0.04,-0.47,3,2,4,6,8,1,4,3,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
59.4947,1.21,0.25,-0.29,-0.57,2,3,2,7,6,1,3,4,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
47.8949,-2.92,-0.05,-1.8,0.22,4,3,3,3,3,2,2,1,1,2,1,1,0,0,0,0.0,0.0,1.0,1.0
55.5657,-0.58,-0.05,0.75,1.44,1,1,4,8,8,1,3,4,3,3,1,1,0,0,0,0.0,0.0,2.0,0.0
59.4921,0.1,-0.05,0.35,-0.3590853994490358,3,3,2,10,5,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,1.0
62.5654,0.1,-1.33,1.0,0.04,1,2,5,9,6,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,1.0
39.2261,1.62,0.97,0.84,-0.3590853994490358,2,2,2,8,6,1,3,3,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
47.0038,0.56,-0.91,-2.78,-0.06,3,4,2,3,6,2,2,3,2,2,1,1,1,0,0,0.0,0.0,1.0,1.0
54.7127,-0.29,-1.33,-0.64,-0.69,1,1,4,9,8,1,3,3,2,4,1,1,0,0,0,0.0,0.0,1.0,0.0
55.6755,0.77,0.25,1.59,-0.28,1,1,2,6,9,1,4,4,2,3,0,0,0,0,0,0.0,0.0,1.0,0.0
35.7195,-1.68,-0.16,-0.59,1.67,2,3,4,10,10,1,4,3,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
63.6473,-0.29,0.25,-0.04,0.31,1,1,5,6,10,1,3,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
36.9097,-1.05,-0.49,-2.0,-0.74,2,1,5,6,6,2,2,4,1,2,0,1,0,0,0,1.0,0.0,1.0,1.0
50.8342,0.1,0.25,-0.04,0.53,1,1,4,4,7,1,2,3,3,3,0,1,1,0,0,0.0,0.0,1.0,0.0
58.8729,1.34,-0.77,0.92,1.61,1,2,7,8,6,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
52.1915,-1.0,0.25,-0.04,-0.35,2,2,2,6,8,2,2,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
56.6058,0.1,-0.05,0.16,1.76,1,2,5,8,6,1,4,3,3,3,0,0,0,0,0,0.0,0.0,2.0,0.0
66.8836,-0.17,0.25,-0.04,1.08,2,1,4,6,8,1,4,4,4,3,0,0,0,0,0,0.0,0.0,2.0,0.0
53.3486,-0.75,0.06604246807201108,-0.04,-0.17,1,2,1,7,2,2,2,3,3,3,0,1,0,0,1,1.0,0.0,1.0,0.0
63.7411,0.1,-0.17,-0.14,-0.14,1,2,5,8,10,1,4,4,3,3,1,1,0,0,0,0.0,0.0,2.0,0.0
40.7484,0.1,-0.48,1.59,-0.28,2,2,2,2,7,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
53.9846,0.82,0.066042468072011,-0.04,0.14,1,2,1,6,10,1,2,3,3,1,0,0,1,0,0,0.0,0.0,1.0,0.0
56.1548,0.07,-0.9,-0.83,-3.64,2,3,2,8,6,1,3,2,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
53.2638,1.62,1.83,-0.12,-0.74,1,1,7,10,10,1,2,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
57.0444,0.49,0.36,0.21,-0.41,2,2,2,8,2,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
64.5172,0.78,-0.17,0.49,-0.72,1,1,4,10,8,1,3,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
53.0026,1.34,0.67,0.43,-0.69,2,2,4,7,8,1,4,4,4,4,1,1,0,0,0,0.0,1.0,1.0,0.0
54.355,0.1,0.06604246807201108,-0.73,1.16,1,1,2,10,6,1,3,3,3,3,0,1,0,0,1,0.0,0.0,2.0,0.0
41.9107,-0.58,0.38,-1.08,-0.9,4,3,2,2,10,1,1,4,4,2,0,0,0,0,0,0.0,0.0,1.0,1.0
59.622,-0.17,-1.22,-0.37,0.6,1,1,2,8,4,1,3,3,2,3,0,1,0,0,0,0.0,0.0,1.0,1.0
40.8798,0.0752707324023938,0.06604246807201108,1.59,1.14,1,1,1,10,2,1,1,4,2,2,0,0,1,0,1,0.0,0.0,1.0,1.0
46.2155,1.07,-0.36,-0.39,-0.39,4,4,4,3,4,1,3,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
38.753,1.62,1.53,1.59,-2.05,1,1,3,8,10,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,1.0
28.2089,0.1,-0.48,1.0,-2.32,1,3,2,4,3,2,2,3,3,2,1,1,0,0,0,0.0,0.0,1.0,0.0
44.1515,-0.29,-1.33,1.34,0.34,1,1,2,6,5,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
51.0332,-0.19,-0.04,-0.37,-0.5,2,2,3,8,6,1,3,3,3,2,0,1,0,0,0,0.0,0.0,1.0,0.0
52.8446,-0.73,0.55,-0.52,-0.3590853994490358,1,1,3,6,8,1,3,3,1,3,0,1,0,0,0,0.0,0.0,1.0,0.0
52.8667,0.07527073240239386,0.06604246807201108,1.59,0.61,1,1,5,10,10,1,4,4,3,4,0,1,0,1,1,0.0,0.0,1.0,0.0
49.0139,0.77,-0.49,-1.87,-0.62,5,4,1,2,3,2,3,3,3,3,0,1,1,0,0,0.0,0.0,1.0,1.0
69.1351,0.9,1.53,-0.37,-0.3590853994490358,1,1,1,2,8,1,3,3,1,3,0,0,1,0,0,0.0,0.0,1.0,0.0
44.5608,-1.8,0.06604246807201108,-1.2,0.64,4,2,3,5,2,3,2,3,2,2,1,1,0,0,1,0.0,0.0,1.0,0.0
63.1503,-0.56,-0.89,-0.04,-0.06,1,1,2,6,6,1,3,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
58.2389,-0.3,-0.18,1.59,1.53,1,2,7,10,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
62.3585,1.07,1.53,1.59,0.77,1,1,5,8,6,1,4,3,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
58.2747,0.1,0.25,1.26,-0.28,1,2,4,7,7,2,3,3,3,3,0,1,0,0,0,0.0,1.0,1.0,0.0
52.4661,1.62,0.96,-1.22,0.14,4,4,4,5,1,3,3,3,4,2,0,0,0,0,0,0.0,0.0,1.0,0.0
63.8935,-0.56,-0.05,0.7,-0.8,1,1,4,10,6,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
49.1649,0.55,0.25,1.59,0.48,1,1,3,9,10,1,1,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
55.9906,0.07527073240239386,-0.48,-0.39,-4.22,2,2,4,6,6,1,3,3,3,3,0,0,0,1,0,0.0,0.0,1.0,1.0
51.7747,0.38,-0.16,1.59,-1.2,2,1,4,10,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
53.3741,1.07,1.53,1.59,1.21,1,1,7,10,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
46.938,-0.85,-0.89,-0.89,-2.04,2,2,7,8,8,1,3,3,3,3,0,1,0,0,0,1.0,0.0,1.0,0.0
55.4579,-0.85,-0.18,1.34,-0.3590853994490358,4,3,3,2,6,1,4,4,1,4,0,1,0,0,0,0.0,1.0,1.0,1.0
50.9011,1.34,0.06604246807201108,0.21,-0.33,1,2,1,10,10,1,2,4,2,1,0,0,1,0,1,0.0,1.0,1.0,0.0
42.8128,-1.41,-1.33,-0.39,-0.3590853994490358,6,6,2,6,7,1,3,3,3,3,0,1,1,0,0,0.0,0.0,1.0,0.0
32.8757,0.07527073240239386,0.06604246807201108,1.59,-0.32,1,1,2,4,2,1,1,1,1,1,1,1,0,1,1,0.0,0.0,1.0,1.0
53.6946,0.1,1.83,1.0,-2.12,1,1,2,6,10,1,4,4,4,4,0,1,0,0,0,1.0,0.0,1.0,0.0
53.1665,1.23,0.69,-0.12,-1.55,1,1,3,6,6,1,3,3,2,4,0,1,1,0,0,0.0,0.0,1.0,0.0
45.058,1.62,1.83,1.59,-0.07,1,1,1,4,2,1,1,4,1,4,0,1,1,0,0,1.0,1.0,1.0,0.0
40.9463,0.07527073240239386,0.06604246807201108,-0.39,-0.65,2,2,4,10,7,2,3,3,2,3,0,1,0,1,1,0.0,0.0,1.0,0.0
35.4692,-1.41,-0.17,-0.39,0.28,5,3,3,6,10,1,2,3,3,2,1,1,0,0,0,0.0,0.0,1.0,1.0
59.2553,0.07527073240239386,0.06604246807201108,-0.44,-0.71,1,1,4,6,8,1,2,3,3,4,1,1,0,1,1,0.0,0.0,1.0,0.0
43.4948,0.78,-0.59,0.65,-2.12,4,4,2,4,8,1,1,3,3,3,1,1,1,0,0,0.0,0.0,1.0,1.0
47.8442,-0.15,1.41,-0.95,-0.56,1,1,4,7,8,1,3,3,3,3,1,1,0,0,0,1.0,1.0,1.0,0.0
51.0685,0.1,-2.49,0.73,-0.41,1,2,7,7,4,2,2,1,1,1,0,1,0,0,0,0.0,0.0,1.0,0.0
54.2059,0.1,0.25,0.65,0.08,2,2,2,7,8,1,3,4,4,4,0,0,0,0,0,0.0,0.0,1.0,1.0
65.7629,0.1,0.99,1.26,0.7,1,1,4,8,10,1,3,3,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
49.2299,1.34,-0.48,-0.3,-0.3590853994490358,3,4,4,6,8,1,3,3,1,3,0,1,0,0,0,0.0,0.0,1.0,0.0
37.7672,-0.69,-0.59,-0.04,-0.32,2,2,2,6,10,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,1.0
56.5722,0.1,0.25,0.1,1.59,1,1,7,8,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
62.8041,0.1,0.06604246807201108,-0.39,-2.01,4,3,4,6,10,1,3,3,3,3,0,1,0,0,1,0.0,0.0,1.0,0.0
42.251,-2.14,0.25,-1.13,-0.3590853994490358,4,2,2,2,10,2,4,2,1,2,0,0,1,0,0,0.0,1.0,1.0,1.0
64.4701,-0.17,-0.05,0.21,1.44,1,1,5,8,8,1,4,4,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
54.2723,0.1,-0.05,0.77,-0.3590853994490358,1,1,2,8,10,1,4,3,3,3,0,0,0,0,0,0.0,0.0,2.0,0.0
40.2434,-0.56,-0.46,-0.39,0.64,3,3,4,8,6,1,3,3,3,3,0,1,0,0,0,1.0,0.0,2.0,0.0
61.8642,1.62,1.83,0.45,-0.32,1,1,4,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
45.1676,0.1,0.67,0.55,0.8,2,1,2,10,10,1,4,3,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
79.0766,1.62,1.83,1.59,-0.11,1,1,5,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
64.1932,-0.17,-0.05,-0.73,-1.04,2,2,2,8,8,1,4,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
51.259,-0.17,0.25,0.3,0.72,6,6,4,6,6,1,4,4,4,3,1,1,0,0,0,0.0,0.0,2.0,0.0
60.9969,0.1,-0.48,0.7,1.08,2,2,4,6,7,1,4,2,2,4,0,1,0,0,0,0.0,0.0,2.0,0.0
56.5645,0.1,0.97,-1.88,-1.6,4,1,2,10,4,1,4,4,1,3,0,1,0,0,0,0.0,0.0,1.0,1.0
43.8087,0.1,1.83,1.59,-0.3590853994490358,2,2,3,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,1.0
44.3531,0.07527073240239386,-1.33,-0.96,-1.31,2,2,2,4,4,1,3,3,2,3,0,0,1,1,0,0.0,0.0,1.0,1.0
57.6015,0.1,0.06604246807201108,0.16,-0.3590853994490358,1,1,4,6,6,1,3,3,3,3,1,1,0,0,1,0.0,0.0,1.0,0.0
60.2069,0.77,1.42,1.26,-0.3590853994490358,1,1,3,10,10,1,4,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
66.0035,-1.68,-1.33,-0.39,-0.1,3,2,3,8,6,1,4,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
53.7436,0.51,-0.05,-0.04,-0.69,2,2,2,10,9,1,4,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
76.4227,-0.17,-0.05,-0.04,-0.58,1,1,4,8,9,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
64.6346,-2.92,-1.33,-1.56,-0.99,3,2,4,6,8,1,4,4,4,3,0,1,0,0,0,0.0,0.0,2.0,0.0
61.6005,1.62,-0.48,1.59,1.74,1,1,7,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
43.8679,0.07527073240239386,0.06604246807201108,1.59,-0.11,3,2,3,6,6,1,4,4,4,4,1,1,0,1,1,0.0,0.0,1.0,0.0
39.7186,-0.58,-0.05,-0.04,-1.23,1,1,3,4,8,2,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
