X1TXMTSCOR,X1MTHEFF,X1SCIEFF,X1SCHOOLBEL,X1SCHOOLCLI,S1M8GRADE,S1S8GRADE,X1PAREDU,X1PAREDEXPCT,S1EDUEXPECT,S1SUREHSGRAD,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,X1PAR_SURVEY_MISSING,X1_DUAL_PARENT,X1POVERTY,MATH_NO_CLASS,SCI_NO_CLASS,S1FYFAMILY,S1FYMILITARY,X1CONTROL,X4EVERDROP
27.201,1.62,0.25,1.59,0.51,2,3,1,3,4,1,1,4,4,4,1,1,0,0,0,0.0,0.0,1.0,0.0
54.9524,1.17,1.83,-1.88,-0.3590853994490358,4,1,4,6,6,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
25.4272,0.46,1.1,-0.04,-0.34,2,1,2,4,6,3,1,1,2,1,1,1,0,0,0,0.0,0.0,1.0,1.0
42.685,-2.53,0.06604246807201108,0.73,1.61,3,2,5,2,9,1,4,4,4,4,0,1,0,0,1,0.0,0.0,2.0,0.0
50.5429,-0.17,-0.05,-1.2,0.08,2,2,3,8,2,1,3,3,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
60.598,0.07527073240239386,1.53,1.34,-0.39,1,1,5,6,8,1,4,4,4,4,0,1,0,1,0,0.0,0.0,1.0,0.0
66.7095,0.1,0.69,-0.37,-2.01,1,1,4,8,7,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
65.0555,0.55,-0.46,0.21,-0.61,1,1,7,10,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
67.7034,-1.41,0.06604246807201108,1.34,0.17,1,1,4,6,6,1,3,4,3,3,0,1,0,0,1,0.0,0.0,1.0,0.0
50.3956,-0.17,0.06604246807201108,0.65,-1.74,2,2,4,6,6,1,4,3,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
47.2693,0.1,1.83,-0.04,-0.78,2,1,4,10,10,1,1,3,2,3,0,0,0,0,0,0.0,0.0,1.0,0.0
59.3972,1.62,1.83,-0.74,0.48,1,1,4,6,10,1,3,4,1,3,0,0,0,0,0,0.0,1.0,1.0,0.0
43.4415,0.07527073240239386,0.066042468072011,-0.64,-0.54,4,2,2,10,3,2,3,2,3,2,0,1,0,1,0,0.0,0.0,1.0,0.0
66.9479,-1.14,0.25,1.0,-0.7,1,1,4,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
47.4292,-0.75,-0.9,1.59,-0.3590853994490358,2,2,4,6,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
60.2958,1.17,1.53,1.59,1.44,1,1,5,8,8,1,4,4,4,4,1,1,0,0,0,0.0,0.0,2.0,0.0
45.6996,0.1,-1.76,-0.47,-0.3590853994490358,3,4,1,2,4,2,2,3,2,3,0,0,1,0,0,0.0,0.0,1.0,1.0
43.4458,-0.58,0.25,1.0,-0.3590853994490358,2,2,2,6,8,1,1,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
37.7826,0.07527073240239386,-0.48,-0.39,0.76,2,1,4,6,8,1,3,3,3,3,0,1,0,1,0,0.0,0.0,2.0,0.0
51.5445,0.1,0.25,1.59,-0.3590853994490358,3,3,3,8,3,1,1,4,4,4,0,1,0,0,0,0.0,1.0,1.0,0.0
34.3658,-0.3,-0.49,-0.75,-0.3590853994490358,3,4,2,6,2,1,2,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
41.3974,0.07527073240239386,0.06604246807201108,-3.11,-0.3590853994490358,2,2,2,6,9,2,1,3,2,3,0,0,1,1,1,0.0,0.0,1.0,1.0
54.0894,0.1,-1.63,0.21,0.24,2,3,3,10,5,1,4,4,3,3,1,1,0,0,0,0.0,0.0,1.0,1.0
52.357,1.34,0.25,1.59,0.77,1,1,5,10,6,1,4,3,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
51.5724,0.95,-0.05,0.21,-0.3590853994490358,1,1,1,10,6,1,3,3,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
35.9158,0.09,-0.17,1.59,-1.76,2,2,2,8,10,2,2,4,3,4,1,1,0,0,0,0.0,0.0,1.0,0.0
44.9799,-0.17,0.06604246807201108,-0.04,-0.67,4,2,4,6,6,1,3,4,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
50.2932,-1.41,0.06604246807201108,0.45,-0.66,4,2,3,6,2,2,3,3,2,2,1,1,0,0,1,0.0,1.0,1.0,0.0
41.8202,0.1,-0.05,-2.61,-0.3590853994490358,3,3,2,10,8,1,3,3,3,3,0,0,0,0,0,0.0,0.0,1.0,1.0
50.3706,0.1,-0.59,1.0,-0.83,1,2,4,8,6,1,4,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
61.9471,0.07527073240239386,0.06604246807201108,-0.33,-0.26,2,1,4,4,2,1,4,3,2,2,0,1,0,1,1,0.0,0.0,1.0,0.0
47.5611,0.0,-0.34,1.23,-0.3590853994490358,2,2,2,10,2,1,3,4,4,4,0,0,0,0,0,0.0,0.0,2.0,0.0
71.5047,0.95,0.25,1.59,0.47,1,1,4,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
54.8873,1.62,0.25,0.98,0.45,1,2,2,6,3,1,3,3,2,3,1,1,0,0,0,1.0,0.0,1.0,1.0
56.7385,0.1,-0.48,0.75,-1.3,1,2,3,4,6,1,3,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
43.9551,0.0752707324023938,0.25,-0.39,-1.48,4,3,2,4,5,2,3,3,3,3,0,1,1,0,0,1.0,0.0,1.0,1.0
68.1837,1.62,0.06604246807201108,0.21,-2.24,1,1,5,8,8,1,3,4,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
58.7635,-1.41,0.25,1.0,0.64,1,1,4,6,6,1,3,4,3,4,0,0,0,0,0,0.0,0.0,2.0,0.0
33.4139,0.1,0.25,-0.88,-2.88,4,3,2,5,2,1,2,3,2,2,1,1,1,0,0,0.0,0.0,1.0,1.0
60.9365,1.34,0.69,1.1,-0.89,1,1,4,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
46.7417,0.1,-1.33,0.1,0.64,2,2,2,4,4,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
54.384,-0.44,-0.05,1.59,0.35,1,1,5,6,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
50.5444,-2.51,0.69,1.59,-0.3590853994490358,1,1,7,10,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
46.9748,-0.85,-0.77,-0.39,0.64,1,2,4,6,6,1,3,3,3,3,1,1,0,0,0,0.0,0.0,2.0,0.0
52.5607,-0.17,0.25,-0.04,0.21,2,1,2,8,9,1,3,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
50.0707,1.62,-0.05,1.34,0.17,3,2,2,6,2,1,3,3,2,3,0,1,0,0,0,0.0,0.0,2.0,0.0
60.7514,0.1,0.25,0.52,-0.3590853994490358,1,1,2,8,10,1,4,4,4,4,0,1,1,0,0,0.0,0.0,1.0,0.0
57.9851,0.27,0.25,0.21,-1.76,1,1,5,10,8,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
46.399,0.1,0.99,-0.51,0.56,3,1,4,2,8,2,4,2,1,4,0,1,0,0,0,1.0,1.0,1.0,1.0
58.7558,1.34,0.25,0.21,-0.82,2,1,2,7,8,1,4,4,2,4,0,1,0,0,0,0.0,0.0,1.0,0.0
51.3685,-0.73,0.06604246807201108,-2.3,-0.64,3,2,3,6,6,1,3,4,3,3,0,1,0,0,1,0.0,1.0,1.0,0.0
47.2147,-0.17,0.06604246807201108,-0.95,-0.9,2,2,3,2,6,1,4,2,1,2,0,0,1,0,1,0.0,0.0,1.0,1.0
41.7852,0.0752707324023938,-1.33,-1.29,-1.26,2,1,2,4,2,2,3,2,2,3,0,1,1,0,0,0.0,1.0,1.0,1.0
53.467,0.51,0.25,-0.04,-1.83,2,2,2,6,7,1,3,3,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
55.0054,0.1,0.06604246807201108,-0.59,-0.3590853994490358,2,2,3,10,8,1,4,3,2,4,0,1,0,0,1,0.0,0.0,2.0,0.0
48.1364,-2.92,-2.91,-3.64,-1.11,2,3,2,5,2,1,2,2,2,2,1,1,1,0,0,0.0,1.0,1.0,0.0
52.3298,-0.17,0.06604246807201108,-0.73,0.7,2,3,3,7,4,1,3,3,3,3,1,1,0,0,1,0.0,0.0,1.0,0.0
69.5478,0.1,0.25,1.04,0.79,1,1,7,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
63.6977,-0.69,0.06604246807201108,0.16,-0.78,1,1,4,7,8,1,4,3,3,3,0,0,0,0,1,0.0,0.0,1.0,0.0
51.2706,-0.29,-1.0,1.59,-0.3590853994490358,3,2,3,8,10,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,0.0
49.4375,0.36,-0.46,0.55,-3.13,5,4,4,10,10,1,4,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
67.4404,0.51,-0.9,-0.64,-0.3590853994490358,1,1,5,8,8,1,3,3,3,3,0,1,0,0,0,1.0,0.0,1.0,0.0
36.2859,0.55,1.53,1.26,-0.33,2,1,2,10,10,1,2,4,4,4,0,0,1,0,0,0.0,0.0,1.0,0.0
62.3796,0.1,-0.46,-0.87,-0.3590853994490358,2,5,2,8,6,1,3,4,2,2,0,0,0,0,0,0.0,0.0,1.0,0.0
46.8074,-0.3,0.67,0.85,-1.94,2,1,4,6,6,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
64.4766,-0.34,-0.89,-0.29,-0.5,2,1,5,6,9,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
60.2418,0.0752707324023938,0.066042468072011,-0.04,-0.3590853994490358,3,2,2,7,6,1,3,3,3,3,0,0,1,0,0,0.0,0.0,1.0,0.0
58.4589,0.1,-0.48,-0.7,-0.3590853994490358,1,2,2,6,9,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
49.146,0.1,0.25,-0.39,-1.6,1,2,2,3,2,1,2,3,2,2,1,1,1,0,0,0.0,0.0,1.0,0.0
53.0662,-0.56,-0.05,0.43,-0.3590853994490358,4,2,7,6,4,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
48.7958,-0.17,0.06604246807201108,0.75,-1.47,3,2,2,4,6,1,3,4,2,3,0,1,1,0,1,1.0,0.0,1.0,0.0
64.4923,1.62,1.83,1.59,-1.58,1,1,5,10,10,1,2,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
61.7132,0.1,0.25,-0.39,1.27,1,1,4,6,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
50.105,0.95,0.06604246807201108,0.77,-0.3,1,1,4,7,8,1,3,4,3,4,1,1,0,0,1,0.0,0.0,1.0,0.0
65.2879,-0.17,0.25,1.34,-0.3590853994490358,1,1,5,8,2,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,0.0
55.1314,-0.97,-0.05,-0.39,1.16,2,1,3,10,10,1,1,3,3,3,0,1,1,0,0,0.0,0.0,2.0,0.0
58.1473,0.1,0.25,0.49,1.43,1,1,5,10,6,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
49.4288,-1.02,0.38,0.98,-0.09,2,1,4,6,9,1,3,2,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
50.187,-1.24,1.0,-0.34,-0.82,2,2,2,7,3,1,4,2,3,2,0,1,0,0,0,0.0,0.0,1.0,0.0
58.7742,-1.02,-0.16,-1.53,-0.01,1,2,4,6,8,1,4,3,3,3,0,1,0,0,0,1.0,0.0,1.0,0.0
44.8956,-0.17,-0.16,-1.01,-1.08,2,2,4,2,6,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
50.4369,-0.58,-0.05,-0.39,-0.3590853994490358,2,2,3,4,4,2,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
68.5662,0.95,1.1,-0.04,-0.97,1,1,4,6,6,1,4,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
52.105,0.38,0.25,-0.94,-0.3590853994490358,1,1,4,7,8,1,3,4,4,4,1,1,0,0,0,0.0,0.0,1.0,0.0
59.1181,0.94,1.53,1.59,0.26,3,1,4,7,8,1,4,4,4,4,1,1,0,0,0,0.0,0.0,2.0,0.0
69.2437,0.55,1.83,1.26,0.53,2,1,4,10,10,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,0.0
61.9711,1.62,0.25,1.04,-0.07,1,1,2,8,9,1,4,4,3,4,0,0,0,0,0,0.0,0.0,1.0,0.0
41.3197,-0.56,-0.89,-0.04,-0.34,2,2,4,6,7,1,3,3,3,3,0,1,0,0,0,1.0,0.0,1.0,1.0
54.7533,1.62,-0.46,1.23,1.61,2,3,5,8,8,1,4,3,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
54.4374,-0.3,-0.16,1.26,0.35,2,1,7,10,6,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
51.504,0.1,0.25,-0.39,-0.3590853994490358,2,1,5,8,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
52.1615,0.1,-0.46,-0.39,-0.3590853994490358,2,2,1,10,6,2,2,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
66.4115,1.62,0.25,1.59,-0.61,1,1,7,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
36.6006,-1.85,-0.48,-0.64,-0.3590853994490358,2,2,3,6,6,2,1,1,2,1,1,1,0,0,0,0.0,0.0,1.0,0.0
47.6794,-0.17,-1.63,1.59,-1.04,1,1,5,6,6,1,3,4,4,4,0,1,0,0,0,1.0,0.0,1.0,0.0
42.0103,0.07527073240239386,-0.9,-0.62,-0.3590853994490358,2,3,2,7,3,2,2,2,3,3,1,1,0,1,0,0.0,0.0,1.0,0.0
38.926,0.0752707324023938,-0.46,0.27,0.4,3,2,2,7,4,2,2,3,1,3,1,1,0,0,0,0.0,0.0,1.0,0.0
32.5633,0.77,-1.74,-1.08,-4.22,3,5,2,10,8,1,1,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
48.4312,-2.92,0.25,-1.48,-0.31,2,1,2,2,8,1,3,3,2,3,0,1,0,0,0,1.0,0.0,1.0,0.0
57.8938,0.1,0.37,0.05,0.06,2,2,2,8,4,1,3,2,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
51.4157,0.49,0.06604246807201108,-1.56,-0.3590853994490358,2,1,1,9,8,1,4,4,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
66.6755,-0.17,0.06604246807201108,0.16,-1.34,1,1,4,6,6,1,3,3,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
50.966,0.1,0.25,0.98,1.25,5,2,4,8,10,1,1,3,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
42.0125,0.07527073240239386,0.06604246807201108,-0.56,1.34,2,1,3,7,6,2,3,4,3,4,1,1,0,1,1,0.0,0.0,2.0,0.0
57.3447,0.51,0.25,1.1,-0.38,3,2,4,6,10,1,3,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
45.49,-1.41,0.25,-3.16,-0.3590853994490358,2,3,3,5,5,2,3,3,3,3,1,1,0,0,0,1.0,0.0,1.0,0.0
62.5814,-0.58,-0.89,-0.73,-0.59,2,1,5,6,4,1,3,3,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
36.4415,0.1,1.41,-0.35,-1.74,1,1,4,10,8,1,4,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
51.1233,0.1,-0.05,-0.39,0.78,3,3,1,2,10,1,3,3,3,4,0,0,1,0,0,0.0,0.0,1.0,0.0
43.7332,-0.13,0.25,-0.36,-0.62,2,1,4,8,5,2,3,4,2,3,0,1,0,0,0,0.0,0.0,1.0,1.0
52.642,-0.97,0.25,1.34,-0.65,2,2,4,8,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
63.1581,0.1,-0.91,-0.04,0.74,2,1,4,8,8,1,3,4,4,3,0,1,0,0,0,0.0,0.0,2.0,0.0
43.3406,-0.97,0.25,-0.37,-2.09,3,1,5,2,4,1,3,2,3,1,0,1,0,0,0,0.0,0.0,1.0,1.0
51.5816,1.62,-1.61,-0.12,-1.12,1,4,2,2,2,1,4,4,1,3,0,1,1,0,0,0.0,0.0,1.0,1.0
56.0773,1.62,-0.05,-0.39,-0.23,1,3,3,8,6,1,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
50.6228,0.38,1.83,-0.67,-0.34,2,2,2,8,8,1,3,3,4,4,0,0,0,0,0,0.0,0.0,1.0,0.0
43.2714,0.1,-0.46,-0.39,0.16,2,2,3,8,6,1,3,3,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
46.6618,-2.92,-0.05,-3.16,-0.64,1,1,3,6,5,1,2,3,3,3,1,1,0,0,0,0.0,1.0,1.0,1.0
61.2585,0.55,0.06604246807201108,-0.04,-0.68,2,1,4,8,10,1,3,4,3,4,0,1,0,0,1,0.0,0.0,1.0,0.0
45.3018,0.51,-2.91,0.21,-0.89,5,5,2,8,7,2,4,4,1,4,0,0,1,0,0,0.0,0.0,1.0,0.0
68.005,1.62,0.25,1.59,-1.33,1,2,4,9,9,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,1.0
36.4938,-0.39,0.06604246807201108,-0.54,0.83,2,2,3,5,6,1,3,3,3,3,1,1,0,0,1,0.0,0.0,1.0,0.0
39.4956,0.0,-0.36,0.43,-0.52,5,3,2,5,3,1,2,3,3,3,1,1,0,0,0,0.0,1.0,1.0,1.0
57.1589,0.1,0.25,-0.04,-0.4,3,2,7,7,8,1,3,3,4,3,0,1,0,0,0,0.0,1.0,1.0,0.0
56.7786,0.49,-0.16,0.26,0.53,3,2,2,4,8,2,3,3,2,3,0,1,0,0,0,0.0,0.0,2.0,0.0
50.9923,0.1,-0.17,1.23,1.15,2,1,4,9,10,1,1,4,3,4,1,1,0,0,0,0.0,0.0,2.0,0.0
53.9611,0.51,0.25,0.21,-1.91,1,1,1,8,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
53.3778,0.07527073240239386,0.25,-2.25,-3.19,1,2,2,8,10,1,3,3,3,3,0,0,0,1,0,0.0,0.0,1.0,0.0
61.961,0.95,-1.63,-0.29,1.05,5,3,4,8,6,2,4,4,4,3,0,1,0,0,0,1.0,0.0,1.0,0.0
41.5298,1.62,-1.63,-1.43,-0.3590853994490358,2,2,2,10,8,1,3,3,2,4,0,1,0,0,0,0.0,0.0,1.0,0.0
52.6841,0.1,0.81,1.1,0.72,1,1,4,6,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
66.3733,0.07527073240239386,-2.91,1.59,-0.56,1,1,4,9,10,1,1,4,4,4,1,1,0,1,0,0.0,0.0,1.0,0.0
59.2159,0.1,1.4,0.78,1.15,2,1,3,10,6,1,2,4,3,3,0,1,0,0,0,0.0,1.0,2.0,0.0
46.4254,-1.41,0.25,-1.53,-1.65,3,3,3,4,2,2,2,3,3,2,0,0,0,0,0,0.0,0.0,1.0,1.0
60.8541,0.07527073240239386,0.06604246807201108,0.37,-1.25,2,3,3,7,8,1,3,4,3,3,0,1,0,1,1,0.0,0.0,1.0,0.0
44.6291,0.07527073240239386,0.69,-0.52,-0.33,1,2,2,7,10,1,4,4,3,3,1,1,0,1,0,0.0,0.0,1.0,0.0
58.698,-0.17,-0.46,-0.73,-0.19,2,1,5,8,6,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
50.5096,-0.17,-0.16,-0.04,1.43,1,1,7,10,10,1,4,3,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
69.8686,-0.17,1.53,0.85,-0.3590853994490358,1,1,7,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
65.3667,-0.17,1.53,-0.04,-0.3590853994490358,1,1,4,6,8,1,4,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
40.0123,-1.02,-0.05,-0.39,0.37,2,2,3,4,6,1,3,3,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
56.3187,-0.58,-0.46,-0.29,-0.3590853994490358,2,1,7,6,8,1,1,3,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
46.7243,-0.17,-2.91,1.59,-0.3590853994490358,2,3,5,8,8,1,4,4,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
65.1854,0.07527073240239386,0.67,0.98,-0.78,1,1,7,9,6,2,3,3,3,2,0,1,0,1,0,1.0,0.0,1.0,0.0
41.7462,0.1,-1.33,-0.64,-0.52,3,2,3,6,6,1,2,2,2,2,0,1,0,0,0,0.0,0.0,1.0,0.0
31.2335,0.1,0.06604246807201108,-1.43,0.54,2,1,1,2,4,1,2,3,3,2,0,1,1,0,1,0.0,0.0,1.0,0.0
50.3348,0.51,0.06604246807201108,1.0,-0.4,2,1,3,6,6,1,4,3,3,3,1,1,0,0,1,0.0,0.0,1.0,0.0
33.9828,-1.0,0.066042468072011,-2.7,-2.24,3,5,3,4,4,1,2,1,3,1,0,0,0,0,0,0.0,0.0,1.0,0.0
54.9818,0.9,-0.89,-1.0,-0.15,1,2,2,6,2,2,2,3,3,2,0,1,0,0,0,0.0,0.0,1.0,0.0
40.7867,0.0752707324023938,0.25,-1.01,-0.3590853994490358,2,1,2,6,2,2,4,4,1,4,1,1,0,0,0,0.0,0.0,1.0,0.0
56.7378,-0.56,-0.05,0.78,0.4,2,2,3,8,8,1,4,4,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
54.2074,1.34,0.25,0.75,1.15,1,2,4,8,10,1,3,4,4,3,0,1,0,0,0,0.0,0.0,2.0,0.0
54.5536,0.1,0.25,1.34,-0.5,1,1,2,6,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
60.9119,-0.17,-0.05,0.1,-0.23,2,2,4,9,9,1,3,3,3,3,1,1,0,0,0,0.0,0.0,2.0,0.0
58.8511,0.68,-0.44,-1.14,-0.3590853994490358,1,2,4,10,10,1,3,3,2,2,0,1,0,0,0,0.0,0.0,1.0,0.0
43.0991,0.1,0.06604246807201108,-0.04,-0.36,2,3,3,6,5,1,4,4,4,1,0,1,0,0,1,0.0,0.0,1.0,0.0
50.3844,0.49,-0.48,0.52,-0.78,2,3,3,6,7,1,2,3,3,3,0,0,0,0,0,0.0,1.0,1.0,0.0
58.1837,0.07527073240239386,0.06604246807201108,-0.95,-0.44,3,5,3,6,8,1,4,4,3,3,0,1,0,1,1,0.0,0.0,1.0,0.0
39.0092,0.1,-0.05,-0.04,0.07,1,2,2,6,4,2,3,3,3,3,0,0,1,0,0,0.0,0.0,1.0,0.0
38.5165,1.62,1.83,1.59,-0.89,2,1,2,8,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
59.7374,1.62,0.25,0.28,-1.22,1,1,4,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
36.1144,0.07527073240239386,0.06604246807201108,0.98,-1.43,6,6,2,2,5,1,3,3,3,4,0,1,1,1,1,0.0,0.0,1.0,0.0
43.5987,0.95,0.25,1.09,0.93,2,2,4,6,8,1,3,3,3,3,1,1,0,0,0,0.0,0.0,2.0,0.0
49.2178,0.68,-0.77,-0.34,1.25,1,1,4,6,6,1,2,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
50.2818,0.66,1.12,1.34,-0.3590853994490358,1,2,4,8,4,1,3,4,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
65.7337,-0.56,0.25,-0.73,-1.38,1,1,4,6,6,1,2,2,2,3,0,0,0,0,0,0.0,0.0,1.0,0.0
39.8851,-1.41,0.25,0.48,0.7,2,1,5,6,6,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
68.8151,1.34,1.83,-2.67,0.32,2,1,5,8,10,1,4,4,4,4,0,1,0,0,0,1.0,0.0,1.0,1.0
36.5543,0.24,-0.05,-0.04,-2.38,3,2,2,4,10,2,3,4,3,3,0,0,1,0,0,0.0,0.0,1.0,1.0
40.5586,-0.56,0.066042468072011,-0.14,-1.45,2,2,4,10,2,1,2,3,3,4,0,1,1,0,0,0.0,0.0,1.0,0.0
61.0917,0.07527073240239386,1.1,-0.04,0.04,1,1,5,8,6,1,3,3,3,3,0,1,0,1,0,0.0,0.0,1.0,0.0
48.2396,0.0752707324023938,1.1,1.34,1.09,1,1,4,8,6,1,4,3,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
55.2151,-0.85,0.06604246807201108,-0.67,0.04,1,2,2,8,8,1,4,4,4,4,1,1,0,0,1,0.0,0.0,1.0,1.0
57.4778,-0.3,0.25,-0.83,-1.74,2,2,2,6,10,1,4,4,3,3,1,1,0,0,0,1.0,0.0,1.0,0.0
62.8986,1.62,-1.33,1.26,-0.76,2,4,2,7,8,1,4,4,2,3,1,1,0,0,0,0.0,1.0,1.0,0.0
51.4464,0.95,1.83,-0.04,-1.8,3,2,3,8,6,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
53.9487,-0.97,-0.05,-0.04,1.53,1,1,5,10,6,1,3,4,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
43.6572,1.21,-2.05,1.23,-1.11,2,3,4,6,6,1,1,4,3,4,1,1,0,0,0,0.0,0.0,1.0,0.0
54.6517,0.07527073240239386,0.06604246807201108,-0.64,-0.71,3,2,4,6,6,1,2,3,3,3,0,1,0,1,1,0.0,0.0,1.0,0.0
47.7781,0.1,0.25,-0.64,-0.3590853994490358,1,1,2,8,10,1,2,2,2,2,0,1,0,0,0,0.0,0.0,1.0,1.0
56.7396,-0.17,-0.78,-0.04,-0.74,1,1,2,8,4,1,3,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
49.4035,-0.29,-0.61,0.52,-0.3590853994490358,1,1,4,6,4,1,1,2,2,4,0,1,0,0,0,0.0,0.0,1.0,0.0
45.6177,0.1,-0.89,-0.39,-0.3590853994490358,1,2,3,6,6,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
55.4173,-0.58,-0.46,1.0,0.4,2,2,5,6,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
48.2354,-0.17,-1.33,-0.88,-1.4,2,3,2,8,4,1,3,4,3,3,0,1,0,0,0,0.0,0.0,1.0,1.0
49.337,-1.85,-0.05,-0.58,-0.3590853994490358,2,2,1,4,6,2,3,3,2,3,0,0,0,0,0,0.0,0.0,1.0,0.0
66.4443,1.21,1.83,0.3,-0.38,1,1,5,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
64.5824,1.62,1.83,-1.91,-1.64,1,2,4,8,8,1,2,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
59.0938,1.62,1.83,-1.8,-0.59,1,1,3,8,7,1,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
60.6387,1.34,-0.05,1.0,1.8,1,5,4,6,8,1,4,3,4,3,0,1,0,0,0,0.0,0.0,2.0,1.0
57.6894,0.1,-0.05,-1.83,-0.38,3,2,2,5,5,1,3,3,3,2,1,1,0,0,0,0.0,0.0,1.0,0.0
69.4187,0.77,1.83,1.59,-0.3590853994490358,1,1,3,4,10,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
